clip_id,maneuver_lat,maneuver_long,traffic_light,traffic_control,road_geometry,lane_config,odd_condition,routing_intent,agent_type,relative_position,lane_relation,agent_behavior,confidence,confidence_notes
66e14936-f7b1-4df4-89e2-72cc136024df,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
74669b4d-5676-4e11-bd41-8d3141101c6e,none,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
80404a26-0cd8-4424-886a-7790b4ba9841,none,lead_obstacle_following,none,none,none,none,none,none,vehicle,in_path_ahead,same_lane,constant_speed,high,
b02616a9-c103-4db1-ae68-63cf1e13c903,none,lead_obstacle_following,none,none,intersection,none,none,none,none,in_path_ahead,same_lane,decelerating,high,
b25b014a-873a-437b-bc2e-4010f4de2e1f,none,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
b58e56f4-900f-45f5-99e1-999a070c3fd3,lane_keeping,none,none,none,none,none,none,none,truck,right_adjacent,none,none,high,
e77d57ce-56cc-4e29-82e0-31346730b071,none,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
e99164d9-2291-4931-9825-36d7e46374c5,none,speed_adaptation,none,none,curve,none,none,none,none,none,none,none,high,
f289708f-5ad2-4f45-8000-293a0fd704b9,lane_change_right,gap_searching,none,none,none,none,none,lane_change_needed,vehicle,right_adjacent,none,constant_speed,high,
10bad3f8-ed55-4336-bc52-a4cbbd845d72,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,vehicle,in_path_ahead,same_lane,constant_speed,high,
114230a1-25ed-4051-a54e-a3ef4eafa526,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
3738a927-4964-4ee7-8143-0f8e380bfdc0,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
7725b403-2ffa-42b0-83cc-5c8a2590fdb4,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
77db77eb-110f-40fb-af08-9bf522213bdf,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,constant_speed,high,
8a9d5cf6-85e0-4c6e-918f-cdbd84d87caa,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
914437c8-6763-4b20-99f3-4de044c08e0f,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
b8fa0288-f799-4443-ba62-4601c45fe133,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,constant_speed,high,
ce9d560f-c175-4d97-9ff9-b4a5150136cc,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,constant_speed,high,
eb610823-376f-411c-b8ab-7f0371ea81fb,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
f09fedc9-562a-4805-9193-4a2d37592a30,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,constant_speed,high,
4c55e71c-4fbe-42c6-a3cc-7c6a03f51048,none,set_speed_tracking,green,none,intersection,none,none,go_straight,none,none,none,none,high,
4e2937df-ab39-4849-a168-cb4a0f06ac03,none,yield,none,none,none,none,none,none,pedestrian,in_path_ahead,none,crossing_path,high,
4fd885d0-9738-4804-9349-159d1e5e37da,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
7bd08ee7-3e9b-499e-b9af-c3b84aac728b,none,set_speed_tracking,green,none,intersection,none,none,none,none,none,none,none,high,
b9978090-6df9-438b-b3bd-b15db4b8892a,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
1c59a82d-9749-4432-837f-a14f2af8e79e,none,lead_obstacle_following,none,none,none,none,none,none,vehicle,in_path_ahead,same_lane,constant_speed,high,
247cb1bf-1d3f-484d-b571-a4535df8f767,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
4a1546a5-ac20-4edc-8621-e753506040b7,none,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
4c143482-925f-4349-93c5-f4197d654eef,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,constant_speed,high,
58de002d-6e65-4ed0-8b0a-3dd1ec82ce19,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
60195ca1-2da9-4254-a204-eca7cca2b4f5,none,set_speed_tracking,green,none,none,none,none,none,none,none,none,none,high,
8a5c7a84-ab5f-4f30-a008-bd32fafd75f0,none,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
d1a70f4d-54d3-456e-a4be-70c87a3d3cba,none,lead_obstacle_following,none,none,none,none,none,none,vehicle,in_path_ahead,same_lane,constant_speed,high,
d4dfaa22-c84c-4ec8-810c-828fc63a24f1,none,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,decelerating,high,
1f62af5c-2991-47ba-a7c7-0a6f37d8bad3,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
3bd4155b-73fe-442c-bbb2-774c52758a81,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,blocking_lane,high,
3ff3626b-cc19-4e9f-b5c6-06c06b6066ac,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
4e48a5c6-f291-490a-8d80-55f4d1a69b68,none,speed_adaptation,none,none,speed_bump,none,none,none,none,none,none,none,high,
5c813a66-3c48-4502-9ecf-8ead81db7eca,none,speed_adaptation,none,none,curve,none,none,none,none,none,none,none,high,
a6561bdf-df33-4a15-aa72-1e6bc9af3d63,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
c5373751-f794-441f-a2bf-1347bc503327,none,set_speed_tracking,none,none,none,none,none,none,none,none,none,none,high,
e0c0ac5a-0eb8-45b1-a9bc-9d1d44c98ebc,out_of_lane_nudge,none,none,none,none,none,none,none,truck,oncoming,none,none,high,
fe559f6c-d81f-472b-b765-f69bd3e4ead6,none,speed_adaptation,none,none,speed_bump,none,none,none,none,none,none,none,high,
431fd65c-b048-4c38-ad35-24620dd7bda1,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
4f14b8f4-4c16-48ce-aa42-02add7cd9f4d,none,yield,none,none,none,none,none,none,pedestrian,crossing_path,none,yielding_to_ego,high,
54f4da75-e35d-4d7c-99f5-ecb00d03a245,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,vehicle,in_path_ahead,same_lane,constant_speed,high,
b2463429-af16-4d19-a7ef-b5bd4a7c5a41,turn_left,speed_adaptation,none,none,intersection,none,none,turn_left,none,none,none,none,high,
eb6f1d6f-d089-4064-96a2-104237498dda,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
44f21fa0-d9e0-469b-994e-1eafd7a744d7,"lane_change_right,merge_split",lead_obstacle_following,none,none,none,none,none,none,vehicle,in_path_ahead,right_lane,blocking_lane,high,
44f21fa0-d9e0-469b-994e-1eafd7a744d7,none,none,none,none,none,none,none,none,none,none,none,none,high,
8d9851c9-1a4b-4c23-9993-bcc49d1c250e,none,speed_adaptation,none,none,curve,none,none,none,none,none,none,none,high,
98079df9-d0e8-437a-87e7-380877820392,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
bb2a9361-c9cf-4fa5-9676-3d452613e0c4,out_of_lane_nudge,none,none,none,none,none,none,none,vehicle,right_adjacent,none,blocking_lane,high,
c1459103-7479-41a6-843a-ae18733f75ae,out_of_lane_nudge,none,none,none,none,none,construction,none,none,none,none,none,high,
0eb6cbd1-4891-4099-9f68-f0a031dde3d5,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
34c82b1f-c158-4e26-91f2-f49facdde459,none,stop_for_static_constraints,none,stop_sign,intersection,none,none,none,none,none,none,none,high,
353bc126-8108-48c7-b0ae-6deee1314698,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
3d95d4c1-a66c-4013-9917-d65120737a1f,turn_right,none,none,none,intersection,none,none,turn_right,none,none,none,none,high,
4b7426a9-cf3f-4aa4-ab0a-ee08c6688ca0,none,yield,none,stop_sign,none,none,none,none,vehicle,crossing_path,cross_traffic,yielding_to_ego,high,
537604aa-6335-4b20-8784-a58c1d320414,none,stop_for_static_constraints,none,stop_sign,intersection,none,none,none,none,none,none,none,high,
546206fe-c77f-406e-b630-7e69a7696dc7,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,none,none,none,high,
576e15a8-3e73-4fc5-b0b8-3d0028a7a956,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
637a8da1-952b-409b-b0e5-becd8c8b50af,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,none,none,none,high,
77b5161a-a33d-47b5-80dd-caf168a05ebc,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,none,none,none,high,
7df51dd7-a655-4bf4-9da9-652974bda519,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,none,none,none,high,
88bc8ff7-2a57-4714-8d05-8398333b3c39,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,none,none,none,high,
986af453-671b-44d1-acbf-2a0de29b87e4,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
a121580a-30c4-4503-9612-15d30841a6f2,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
a27741aa-98a3-491a-97bf-e89d222f3829,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,none,none,crossing_path,high,
a4f0098d-b86b-4d87-b868-def8386a99e7,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,none,none,none,high,
c35d5285-f6a8-49ff-b9c1-94cb814f19f3,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,none,none,none,high,
c564a347-cedb-4882-ae9b-8575321bc398,none,stop_for_static_constraints,none,stop_sign,intersection,none,none,none,none,none,none,none,high,
d174cda8-3111-48de-84f8-be431a90a7b1,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
d201756a-6109-4e3a-b656-05946aab5236,none,yield,none,stop_sign,none,none,none,none,none,none,none,none,high,
d3a67af3-c80c-4cda-b84b-336becf602c9,none,stop_for_static_constraints,none,stop_sign,none,none,none,none,none,in_path_ahead,same_lane,none,high,
f37b8f24-37d1-46f0-997b-1c095aa13412,none,stop_for_static_constraints,none,stop_sign,intersection,none,none,none,none,none,none,none,high,
09293403-b273-43d2-a3ef-67198214774b,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
10c18013-dada-4b76-b6fe-91f48af288bf,lane_change_left,none,none,none,none,none,none,none,none,none,none,none,high,
1afd3fc7-54e1-4a2a-8fec-6ef750071f96,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
242a67ce-3768-4db0-a514-9013e182d09d,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
32d62410-9e23-4a0c-83c8-9182583f652b,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
4b3ab381-e01c-4c09-9ae0-ae4f9f700670,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
4ba9f926-6319-4044-9315-7798280dd906,none,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,decelerating,high,
76845ead-3169-4577-bd87-89c4ded32f53,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,constant_speed,high,
79de3792-b04f-4c43-b4b8-86a4914c4197,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
c947689f-d3e0-4d35-8ae2-5ebf2e66224f,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
cefcad2e-0537-49bb-ba1f-4766e674e402,out_of_lane_nudge,none,none,none,none,none,none,none,motorcycle,oncoming,none,none,high,
e3f12a42-e75b-4af3-aaea-70a0b31f24ba,none,lead_obstacle_following,none,none,none,none,none,none,vehicle,in_path_ahead,same_lane,constant_speed,high,
12202b9a-e46b-422f-a21a-449db891da0f,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,none,none,high,
13040349-f96d-4225-90bb-fe24eab3896b,out_of_lane_nudge,none,none,none,none,none,none,none,vehicle,oncoming,none,none,high,
1bf3ac7c-a579-45e4-98ce-b81b48cdad8e,out_of_lane_nudge,none,none,none,none,none,none,none,none,none,same_lane,none,high,
1eb1fcc8-a64a-4d8c-b57a-0109cc146213,out_of_lane_nudge,none,none,none,none,none,none,none,pickup,left_adjacent,same_lane,blocking_lane,medium,VALIDATION: agent_type: 'pickup' NOT in vocabulary
6ccde1ef-3488-4059-9275-4a595fd95ff5,in_lane_nudge,none,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
80d5353a-85c8-4989-9343-f6bc329f9ffc,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
84d3cac7-9936-43dc-8a21-7c76acb5ba16,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
91ba227a-0b32-4b1b-af74-b10a6bc9f5bb,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
bff86bd0-556f-48b2-a2e5-6e43f536fb24,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,low,Failed after 3 attempts
fe4f906d-e2e5-47e3-a67f-c371c8d423c4,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,low,Failed after 3 attempts
0685aa1d-5271-4d86-b53f-d347c91c911b,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,low,Failed after 3 attempts
0872d337-a28c-4dfa-bb36-59e5eaafb5a8,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,low,Failed after 3 attempts
11adf781-83d5-46e2-b14e-fe036f801bb3,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
13ca027c-30ca-4fb8-9cf9-eab4fbfcfc43,turn_right,none,green,none,intersection,none,none,turn_right,none,none,none,none,high,
4838af24-9f41-4a2d-8da1-0558bdb1c5a5,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,low,Failed after 3 attempts
48e11bb7-38b9-4541-bd6c-3c588c55fd2d,none,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,stationary,high,
59b6789d-e273-4690-a01d-70163113a286,none,stop_for_static_constraints,red,none,none,none,none,none,none,none,none,none,high,
5fe40623-7528-482f-918c-c69aabb1ea83,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
6b0424a3-88cf-46fc-8ea1-8dcb2daf912a,none,set_speed_tracking,green,none,none,none,none,none,none,none,none,none,high,
8efe47d8-79e2-4e86-b4e3-260c20631886,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
93b90a70-7f7d-4f59-8739-da6138757ea8,none,lead_obstacle_following,none,none,none,none,none,none,vehicle,in_path_ahead,same_lane,decelerating,high,
9948b5ab-c8b6-4e17-98a9-520181f7f89b,lane_keeping,none,none,none,none,none,none,none,none,none,none,none,high,
ad206473-a9ae-409c-9bcd-3fa5bc1dd75a,merge_split,none,none,none,none,none,none,turn_left,none,none,none,none,high,
b4ee9bc7-17b6-4c91-a448-980cb77c3d7d,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,low,Failed after 3 attempts
b6b8632e-1f6f-4f00-b37c-c82246911f64,none,acceleration_for_passing,none,none,none,none,none,none,none,none,none,none,high,
ba8bec08-b5a9-4dfb-b11d-890f7e3549fe,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,low,Failed after 3 attempts
f499a28d-16b8-4858-a067-dcbee889a5f5,none,set_speed_tracking,green,none,intersection,none,none,none,none,none,none,none,high,
fd886e96-86b2-4075-a5b7-10b7ded143cc,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,constant_speed,high,
354cdf53-b1a7-4a2f-be16-0b8396382bce,none,speed_adaptation,none,none,curve,none,none,none,none,none,none,none,high,
38b3699e-ce16-4872-97c4-665243b3a41a,none,acceleration_for_passing,green,none,none,none,none,none,none,none,none,none,high,
3e8eb4c3-dd64-4124-b604-cbc5a04fd222,lane_keeping,lead_obstacle_following,none,none,none,none,none,none,none,in_path_ahead,same_lane,none,high,
84978fc3-bc5b-45da-9d18-3bccceb3441d,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,PARSE_ERROR,low,Failed after 3 attempts
